employee_id,guide_id,task_id,role,department,task_order,phase,category,task_name,task_description,task_owner,action_required_by,required,status,joining_date,due_date,is_overdue,evidence,issue_text,ml_target_category,ml_match_score,confidence_band,approved_next_step,next_step_owner,employee_action,reminder_template,escalation_rule,reviewer_action,review_timestamp,source_type,source_reference,ml_text
EMP-069,G025,G025-T07,UX Designer,Design,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,True,Pending,2026-09-22,2026-09-24,False,,Onboarding item 'Provision laptop/workstation' is currently incomplete.,IT Equipment,0.87,High / Usable,IT should provision and assign the workstation,IT,No employee action,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,None,2026-09-09T15:07:00,Synthetic onboarding guide,G025,Onboarding item 'Provision laptop/workstation' is currently incomplete. IT prepares the approved laptop or workstation and records the device assignment.
EMP-069,G025,G025-T08,UX Designer,Design,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,True,Completed,2026-09-22,2026-09-24,False,Access provisioning record,Provision standard system access needs attention; current status is completed.,Access Management,0.75,High / Usable,No action required; task is complete.,IT,No employee action,Your standard system access is being prepared.,Escalate to IT if access is overdue.,None,2026-09-09T10:14:00,Synthetic onboarding guide,G025,Provision standard system access needs attention; current status is completed. IT provisions the standard applications and access required for the employee's role.
EMP-069,G025,G025-T09,UX Designer,Design,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",HR,Employee,True,Pending,2026-09-22,2026-09-22,False,,Attend company orientation is incomplete.,Orientation,0.85,High / Usable,Attend the company orientation,Employee,Take action,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,None,2026-09-12T10:45:00,Synthetic onboarding guide,G025,"Attend company orientation is incomplete. Attend the company orientation covering organization, workplace practices and key contacts."
EMP-069,G025,G025-T10,UX Designer,Design,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Security,Employee,True,Pending,2026-09-22,2026-09-23,False,,Employee has incomplete status for complete security awareness training.,Security,0.85,High / Usable,Complete security awareness training,Employee,Take action,Please complete the required security training.,Escalate to Security/HR if overdue.,None,2026-09-13T20:51:00,Synthetic onboarding guide,G025,Employee has incomplete status for complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.
EMP-069,G025,G025-T11,UX Designer,Design,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Manager,Employee,True,Pending,2026-09-22,2026-09-23,False,,Meet reporting manager is pending.,Manager Setup,0.82,High / Usable,Complete the manager onboarding meeting,Employee,Take action,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,None,2026-09-14T23:59:00,Synthetic onboarding guide,G025,Meet reporting manager is pending. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.
EMP-069,G025,G025-T12,UX Designer,Design,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Manager,Employee,True,Completed,2026-09-22,2026-09-25,False,Team introduction confirmation,Complete team introduction needs attention; current status is completed.,Team Integration,0.8,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your team introductions.,Escalate to manager if not completed.,None,2026-09-10T05:08:00,Synthetic onboarding guide,G025,Complete team introduction needs attention; current status is completed. Meet key team members and understand team communication and collaboration practices.
EMP-069,G025,G025-T13,UX Designer,Design,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Manager,Employee,True,Completed,2026-09-22,2026-09-27,False,Onboarding plan acknowledgement,Employee has completed status for review role-specific onboarding plan.,Onboarding Plan,0.72,High / Usable,No action required; task is complete.,Employee,No employee action,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,None,2026-09-14T21:38:00,Synthetic onboarding guide,G025,"Employee has completed status for review role-specific onboarding plan. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager."
EMP-069,G025,G025-T14,UX Designer,Design,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,IT,Employee,True,Completed,2026-09-22,2026-09-27,False,Access confirmation or access issue,Confirm required access is completed.,Access Management,0.83,High / Usable,No action required; task is complete.,Employee,No employee action,Please confirm that you can access the required systems.,Escalate missing access to IT.,None,2026-09-13T12:00:00,Synthetic onboarding guide,G025,Confirm required access is completed. Employee confirms that all required systems and applications are accessible and reports missing access.
EMP-069,G025,G025-T15,UX Designer,Design,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Manager,Employee,True,Pending,2026-09-22,2026-09-29,False,,Onboarding item 'Complete first-week check-in' is currently pending.,Manager Setup,0.85,High / Usable,Complete the manager check-in,Employee,Take action,Please complete your first-week manager check-in.,Escalate to manager if not completed.,None,2026-09-13T23:23:00,Synthetic onboarding guide,G025,"Onboarding item 'Complete first-week check-in' is currently pending. Complete a structured check-in with the manager to review progress, blockers and next priorities."
EMP-069,G025,G025-T16,UX Designer,Design,16,Role Setup,Design Access,Get design workspace access,Receive access to approved design and collaboration tools.,IT,IT,True,Completed,2026-09-22,2026-09-25,False,Task completion confirmation,Get design workspace access is completed.,Design Access,0.84,High / Usable,No action required; task is complete.,IT,No employee action,Please complete the required onboarding task: Get design workspace access.,Escalate to the role manager if Get design workspace access is overdue.,None,2026-09-10T10:45:00,Synthetic role-specific guide,G025,Get design workspace access is completed. Receive access to approved design and collaboration tools.
EMP-069,G025,G025-T17,UX Designer,Design,17,Role Setup,Design System,Review UX design system,"Review research, accessibility and design-system practices.",Design Manager,Employee,True,Completed,2026-09-22,2026-09-27,False,Task completion confirmation,Onboarding item 'Review UX design system' is currently completed.,Design System,0.82,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review UX design system.,Escalate to the role manager if Review UX design system is overdue.,None,2026-09-13T06:51:00,Synthetic role-specific guide,G025,"Onboarding item 'Review UX design system' is currently completed. Review research, accessibility and design-system practices."
EMP-069,G025,G025-T18,UX Designer,Design,18,Role Setup,Product Knowledge,Review current user journeys,Review key user journeys and current design priorities.,Design Manager,Employee,True,Completed,2026-09-22,2026-09-27,False,Task completion confirmation,Review current user journeys is completed.,Product Knowledge,0.88,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review current user journeys.,Escalate to the role manager if Review current user journeys is overdue.,None,2026-09-12T17:10:00,Synthetic role-specific guide,G025,Review current user journeys is completed. Review key user journeys and current design priorities.
EMP-070,G042,G042-T01,Digital Marketing Specialist,Marketing,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,HR,Employee,True,Completed,2026-09-07,2026-09-07,False,Identity documents submitted,Submit identity verification documents is completed.,Identity & Compliance,0.69,Medium / Review,No action required; task is complete.,HR,No employee action,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,None,2026-09-10T01:18:00,Synthetic onboarding guide,G042,Submit identity verification documents is completed. Upload the required identity documents for employment verification.
EMP-070,G042,G042-T02,Digital Marketing Specialist,Marketing,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,HR,Employee,True,Completed,2026-09-07,2026-09-07,False,Signed employment agreement,Onboarding item 'Review and sign employment agreement' is currently completed.,Employment,0.84,High / Usable,No action required; task is complete.,HR,No employee action,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,None,2026-09-09T21:41:00,Synthetic onboarding guide,G042,Onboarding item 'Review and sign employment agreement' is currently completed. Review the employment agreement and electronically sign it before the joining date.
EMP-070,G042,G042-T03,Digital Marketing Specialist,Marketing,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Finance/HR,Employee,True,Completed,2026-09-07,2026-09-08,False,Payroll information submitted,Submit payroll and bank information needs attention; current status is completed.,Payroll,0.7,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,None,2026-09-15T08:50:00,Synthetic onboarding guide,G042,Submit payroll and bank information needs attention; current status is completed. Provide the approved payroll information required to process salary payments.
EMP-070,G042,G042-T04,Digital Marketing Specialist,Marketing,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,HR,Employee,True,Pending,2026-09-07,2026-08-28,True,,Employee has pending status for complete employee information form.,HR Forms,0.83,High / Usable,Complete the employee information form,Employee,Take action,Please complete your employee information form.,Escalate to HR if incomplete.,None,2026-09-12T01:37:00,Synthetic onboarding guide,G042,Employee has pending status for complete employee information form. Complete required employee profile and emergency-contact information using the onboarding form.
EMP-070,G042,G042-T05,Digital Marketing Specialist,Marketing,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,HR,Employee,True,Pending,2026-09-07,2026-08-31,True,,Acknowledge company policies is incomplete.,Policy,0.83,High / Usable,Review and acknowledge required policies,Employee,Take action,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,None,2026-09-14T23:30:00,Synthetic onboarding guide,G042,Acknowledge company policies is incomplete. Review and acknowledge the required employee policies and code of conduct.
EMP-070,G042,G042-T06,Digital Marketing Specialist,Marketing,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,True,Pending,2026-09-07,2026-08-26,True,,Create company email account is pending.,IT Access,0.77,High / Usable,IT should create and activate the company email,IT,No employee action,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,None,2026-09-09T22:30:00,Synthetic onboarding guide,G042,Create company email account is pending. IT creates the employee's corporate email account and confirms activation.
EMP-070,G042,G042-T07,Digital Marketing Specialist,Marketing,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,True,Completed,2026-09-07,2026-09-09,False,Device assignment confirmation,Employee has completed status for provision laptop/workstation.,IT Equipment,0.82,High / Usable,No action required; task is complete.,IT,No employee action,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,None,2026-09-10T21:38:00,Synthetic onboarding guide,G042,Employee has completed status for provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.
EMP-070,G042,G042-T08,Digital Marketing Specialist,Marketing,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,True,Completed,2026-09-07,2026-09-09,False,Access provisioning record,Provision standard system access is completed.,Access Management,0.71,High / Usable,No action required; task is complete.,IT,No employee action,Your standard system access is being prepared.,Escalate to IT if access is overdue.,None,2026-09-09T23:38:00,Synthetic onboarding guide,G042,Provision standard system access is completed. IT provisions the standard applications and access required for the employee's role.
EMP-070,G042,G042-T09,Digital Marketing Specialist,Marketing,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",HR,Employee,True,Pending,2026-09-07,2026-08-29,True,,Attend company orientation is pending.,Orientation,0.77,High / Usable,Attend the company orientation,Employee,Take action,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,None,2026-09-11T08:36:00,Synthetic onboarding guide,G042,"Attend company orientation is pending. Attend the company orientation covering organization, workplace practices and key contacts."
EMP-070,G042,G042-T10,Digital Marketing Specialist,Marketing,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Security,Employee,True,Pending,2026-09-07,2026-08-25,True,,Complete security awareness training is pending.,Security,0.84,High / Usable,Complete security awareness training,Employee,Take action,Please complete the required security training.,Escalate to Security/HR if overdue.,None,2026-09-10T15:02:00,Synthetic onboarding guide,G042,Complete security awareness training is pending. Complete mandatory security and acceptable-use training before full access is granted.
EMP-070,G042,G042-T11,Digital Marketing Specialist,Marketing,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Manager,Employee,True,Completed,2026-09-07,2026-09-08,False,Manager meeting confirmation,Meet reporting manager is completed.,Manager Setup,0.78,High / Usable,No action required; task is complete.,Employee,No employee action,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,None,2026-09-11T22:13:00,Synthetic onboarding guide,G042,Meet reporting manager is completed. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.
EMP-070,G042,G042-T12,Digital Marketing Specialist,Marketing,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Manager,Employee,True,Completed,2026-09-07,2026-09-10,False,Team introduction confirmation,Complete team introduction is completed.,Team Integration,0.84,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your team introductions.,Escalate to manager if not completed.,None,2026-09-14T06:23:00,Synthetic onboarding guide,G042,Complete team introduction is completed. Meet key team members and understand team communication and collaboration practices.
EMP-070,G042,G042-T13,Digital Marketing Specialist,Marketing,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Manager,Employee,True,Pending,2026-09-07,2026-08-29,True,,Review role-specific onboarding plan needs attention; current status is pending.,Onboarding Plan,0.74,High / Usable,Review the role-specific onboarding plan,Employee,Take action,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,None,2026-09-15T23:16:00,Synthetic onboarding guide,G042,"Review role-specific onboarding plan needs attention; current status is pending. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager."
EMP-070,G042,G042-T14,Digital Marketing Specialist,Marketing,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,IT,Employee,True,Completed,2026-09-07,2026-09-12,False,Access confirmation or access issue,Employee has completed status for confirm required access.,Access Management,0.74,High / Usable,No action required; task is complete.,Employee,No employee action,Please confirm that you can access the required systems.,Escalate missing access to IT.,None,2026-09-11T20:13:00,Synthetic onboarding guide,G042,Employee has completed status for confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.
EMP-070,G042,G042-T15,Digital Marketing Specialist,Marketing,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Manager,Employee,True,Completed,2026-09-07,2026-09-14,False,Check-in confirmation,Complete first-week check-in is completed.,Manager Setup,0.8,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your first-week manager check-in.,Escalate to manager if not completed.,None,2026-09-13T05:36:00,Synthetic onboarding guide,G042,"Complete first-week check-in is completed. Complete a structured check-in with the manager to review progress, blockers and next priorities."
EMP-070,G042,G042-T16,Digital Marketing Specialist,Marketing,16,Role Setup,Marketing Systems,Get campaign platform access,Receive access to approved campaign and analytics platforms.,IT,IT,True,Completed,2026-09-07,2026-09-10,False,Task completion confirmation,Get campaign platform access is completed.,Marketing Systems,0.7,High / Usable,No action required; task is complete.,IT,No employee action,Please complete the required onboarding task: Get campaign platform access.,Escalate to the role manager if Get campaign platform access is overdue.,None,2026-09-11T00:34:00,Synthetic role-specific guide,G042,Get campaign platform access is completed. Receive access to approved campaign and analytics platforms.
EMP-070,G042,G042-T17,Digital Marketing Specialist,Marketing,17,Role Setup,Campaigns,Review active campaigns,"Review active campaigns, audiences and performance metrics.",Marketing Manager,Employee,True,Completed,2026-09-07,2026-09-12,False,Task completion confirmation,Review active campaigns needs attention; current status is completed.,Campaigns,0.71,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review active campaigns.,Escalate to the role manager if Review active campaigns is overdue.,None,2026-09-13T15:00:00,Synthetic role-specific guide,G042,"Review active campaigns needs attention; current status is completed. Review active campaigns, audiences and performance metrics."
EMP-070,G042,G042-T18,Digital Marketing Specialist,Marketing,18,Role Setup,Compliance,Review digital marketing guidelines,Review approved communication and campaign guidelines.,Marketing Manager,Employee,True,Pending,2026-09-07,2026-08-27,True,,Employee has pending status for review digital marketing guidelines.,Compliance,0.77,High / Usable,Complete or confirm: Review digital marketing guidelines,Employee,Take action,Please complete the required onboarding task: Review digital marketing guidelines.,Escalate to the role manager if Review digital marketing guidelines is overdue.,None,2026-09-16T00:55:00,Synthetic role-specific guide,G042,Employee has pending status for review digital marketing guidelines. Review approved communication and campaign guidelines.
EMP-071,G003,G003-T01,Frontend Developer,Engineering,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,HR,Employee,True,Completed,2026-09-05,2026-09-05,False,Identity documents submitted,Employee has completed status for submit identity verification documents.,Identity & Compliance,0.93,High / Usable,No action required; task is complete.,HR,No employee action,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,None,2026-09-10T10:02:00,Synthetic onboarding guide,G003,Employee has completed status for submit identity verification documents. Upload the required identity documents for employment verification.
EMP-071,G003,G003-T02,Frontend Developer,Engineering,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,HR,Employee,True,Completed,2026-09-05,2026-09-05,False,Signed employment agreement,Onboarding item 'Review and sign employment agreement' is currently completed.,Employment,0.88,High / Usable,No action required; task is complete.,HR,No employee action,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,None,2026-09-09T11:14:00,Synthetic onboarding guide,G003,Onboarding item 'Review and sign employment agreement' is currently completed. Review the employment agreement and electronically sign it before the joining date.
EMP-071,G003,G003-T03,Frontend Developer,Engineering,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Finance/HR,Employee,True,Pending,2026-09-05,2026-09-06,True,,Employee has pending status for submit payroll and bank information.,Payroll,0.85,High / Usable,Submit the missing payroll information,Employee,Take action,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,None,2026-09-15T10:46:00,Synthetic onboarding guide,G003,Employee has pending status for submit payroll and bank information. Provide the approved payroll information required to process salary payments.
EMP-071,G003,G003-T04,Frontend Developer,Engineering,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,HR,Employee,True,Completed,2026-09-05,2026-09-06,False,Completed HR form,Complete employee information form is completed.,HR Forms,0.92,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your employee information form.,Escalate to HR if incomplete.,None,2026-09-15T13:22:00,Synthetic onboarding guide,G003,Complete employee information form is completed. Complete required employee profile and emergency-contact information using the onboarding form.
EMP-071,G003,G003-T05,Frontend Developer,Engineering,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,HR,Employee,True,Completed,2026-09-05,2026-09-07,False,Policy acknowledgement,Employee has completed status for acknowledge company policies.,Policy,0.89,High / Usable,No action required; task is complete.,Employee,No employee action,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,None,2026-09-11T18:49:00,Synthetic onboarding guide,G003,Employee has completed status for acknowledge company policies. Review and acknowledge the required employee policies and code of conduct.
EMP-071,G003,G003-T06,Frontend Developer,Engineering,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,True,Pending,2026-09-05,2026-09-06,True,,Onboarding item 'Create company email account' is currently pending.,IT Access,0.83,High / Usable,IT should create and activate the company email,IT,No employee action,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,None,2026-09-10T16:46:00,Synthetic onboarding guide,G003,Onboarding item 'Create company email account' is currently pending. IT creates the employee's corporate email account and confirms activation.
EMP-071,G003,G003-T07,Frontend Developer,Engineering,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,True,Completed,2026-09-05,2026-09-07,False,Device assignment confirmation,Employee has completed status for provision laptop/workstation.,IT Equipment,0.93,High / Usable,No action required; task is complete.,IT,No employee action,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,None,2026-09-14T19:32:00,Synthetic onboarding guide,G003,Employee has completed status for provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.
EMP-071,G003,G003-T08,Frontend Developer,Engineering,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,True,Completed,2026-09-05,2026-09-07,False,Access provisioning record,Provision standard system access needs attention; current status is completed.,Access Management,0.85,High / Usable,No action required; task is complete.,IT,No employee action,Your standard system access is being prepared.,Escalate to IT if access is overdue.,None,2026-09-09T21:46:00,Synthetic onboarding guide,G003,Provision standard system access needs attention; current status is completed. IT provisions the standard applications and access required for the employee's role.
EMP-071,G003,G003-T09,Frontend Developer,Engineering,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",HR,Employee,True,Completed,2026-09-05,2026-09-05,False,Orientation attendance,Attend company orientation is completed.,Orientation,0.92,High / Usable,No action required; task is complete.,Employee,No employee action,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,None,2026-09-12T15:50:00,Synthetic onboarding guide,G003,"Attend company orientation is completed. Attend the company orientation covering organization, workplace practices and key contacts."
EMP-071,G003,G003-T10,Frontend Developer,Engineering,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Security,Employee,True,Completed,2026-09-05,2026-09-06,False,Training completion record,Employee has completed status for complete security awareness training.,Security,0.89,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required security training.,Escalate to Security/HR if overdue.,None,2026-09-13T05:17:00,Synthetic onboarding guide,G003,Employee has completed status for complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.
EMP-071,G003,G003-T11,Frontend Developer,Engineering,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Manager,Employee,True,Pending,2026-09-05,2026-09-06,True,,Meet reporting manager needs attention; current status is pending.,Manager Setup,0.83,High / Usable,Complete the manager onboarding meeting,Employee,Take action,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,None,2026-09-10T00:19:00,Synthetic onboarding guide,G003,Meet reporting manager needs attention; current status is pending. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.
EMP-071,G003,G003-T12,Frontend Developer,Engineering,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Manager,Employee,True,Completed,2026-09-05,2026-09-08,False,Team introduction confirmation,Employee has completed status for complete team introduction.,Team Integration,0.85,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your team introductions.,Escalate to manager if not completed.,None,2026-09-09T17:56:00,Synthetic onboarding guide,G003,Employee has completed status for complete team introduction. Meet key team members and understand team communication and collaboration practices.
EMP-071,G003,G003-T13,Frontend Developer,Engineering,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Manager,Employee,True,Completed,2026-09-05,2026-09-10,False,Onboarding plan acknowledgement,Review role-specific onboarding plan needs attention; current status is completed.,Onboarding Plan,0.9,High / Usable,No action required; task is complete.,Employee,No employee action,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,None,2026-09-10T05:20:00,Synthetic onboarding guide,G003,"Review role-specific onboarding plan needs attention; current status is completed. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager."
EMP-071,G003,G003-T14,Frontend Developer,Engineering,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,IT,Employee,True,Completed,2026-09-05,2026-09-10,False,Access confirmation or access issue,Employee has completed status for confirm required access.,Access Management,0.94,High / Usable,No action required; task is complete.,Employee,No employee action,Please confirm that you can access the required systems.,Escalate missing access to IT.,None,2026-09-16T03:50:00,Synthetic onboarding guide,G003,Employee has completed status for confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.
EMP-071,G003,G003-T15,Frontend Developer,Engineering,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Manager,Employee,True,Completed,2026-09-05,2026-09-12,False,Check-in confirmation,Onboarding item 'Complete first-week check-in' is currently completed.,Manager Setup,0.89,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your first-week manager check-in.,Escalate to manager if not completed.,None,2026-09-13T02:56:00,Synthetic onboarding guide,G003,"Onboarding item 'Complete first-week check-in' is currently completed. Complete a structured check-in with the manager to review progress, blockers and next priorities."
EMP-071,G003,G003-T16,Frontend Developer,Engineering,16,Role Setup,Engineering Access,Get frontend repository access,Receive access to frontend repositories and component libraries.,IT,IT,True,Completed,2026-09-05,2026-09-08,False,Task completion confirmation,Employee has completed status for get frontend repository access.,Engineering Access,0.94,High / Usable,No action required; task is complete.,IT,No employee action,Please complete the required onboarding task: Get frontend repository access.,Escalate to the role manager if Get frontend repository access is overdue.,None,2026-09-13T03:03:00,Synthetic role-specific guide,G003,Employee has completed status for get frontend repository access. Receive access to frontend repositories and component libraries.
EMP-071,G003,G003-T17,Frontend Developer,Engineering,17,Role Setup,Development Environment,Set up frontend development environment,Install and validate approved frontend tools and dependencies.,IT,Employee,True,Completed,2026-09-05,2026-09-10,False,Task completion confirmation,Employee has completed status for set up frontend development environment.,Development Environment,0.84,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Set up frontend development environment.,Escalate to the role manager if Set up frontend development environment is overdue.,None,2026-09-14T02:39:00,Synthetic role-specific guide,G003,Employee has completed status for set up frontend development environment. Install and validate approved frontend tools and dependencies.
EMP-071,G003,G003-T18,Frontend Developer,Engineering,18,Role Setup,Design System,Review UI component and design system,Review the approved component library and design standards.,Manager,Employee,True,Completed,2026-09-05,2026-09-10,False,Task completion confirmation,Employee has completed status for review ui component and design system.,Design System,0.88,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review UI component and design system.,Escalate to the role manager if Review UI component and design system is overdue.,None,2026-09-11T22:15:00,Synthetic role-specific guide,G003,Employee has completed status for review ui component and design system. Review the approved component library and design standards.
EMP-072,G005,G005-T01,Full Stack Developer,Engineering,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,HR,Employee,True,Completed,2026-09-16,2026-09-16,False,Identity documents submitted,Employee has completed status for submit identity verification documents.,Identity & Compliance,0.84,High / Usable,No action required; task is complete.,HR,No employee action,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,None,2026-09-11T08:24:00,Synthetic onboarding guide,G005,Employee has completed status for submit identity verification documents. Upload the required identity documents for employment verification.
EMP-072,G005,G005-T02,Full Stack Developer,Engineering,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,HR,Employee,True,Completed,2026-09-16,2026-09-16,False,Signed employment agreement,Employee has completed status for review and sign employment agreement.,Employment,0.7,High / Usable,No action required; task is complete.,HR,No employee action,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,None,2026-09-15T08:28:00,Synthetic onboarding guide,G005,Employee has completed status for review and sign employment agreement. Review the employment agreement and electronically sign it before the joining date.
EMP-072,G005,G005-T03,Full Stack Developer,Engineering,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Finance/HR,Employee,True,Completed,2026-09-16,2026-09-17,False,Payroll information submitted,Submit payroll and bank information needs attention; current status is completed.,Payroll,0.85,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,None,2026-09-11T21:06:00,Synthetic onboarding guide,G005,Submit payroll and bank information needs attention; current status is completed. Provide the approved payroll information required to process salary payments.
EMP-072,G005,G005-T04,Full Stack Developer,Engineering,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,HR,Employee,True,Pending,2026-09-16,2026-08-27,True,,Complete employee information form needs attention; current status is pending.,HR Forms,0.85,High / Usable,Complete the employee information form,Employee,Take action,Please complete your employee information form.,Escalate to HR if incomplete.,None,2026-09-12T14:13:00,Synthetic onboarding guide,G005,Complete employee information form needs attention; current status is pending. Complete required employee profile and emergency-contact information using the onboarding form.
